user,rating,review,date,clean_review
Muhamad Syaiful,5,sangat membantu dan sangat memudahkan dalam bertransaksi,2026-02-27 21:42:46,sangat bantu sangat mudah transaksi
Diana dewi,5,tempat yg paling nyaman simpan uang tabungan ku.Di BRI.🙏,2026-02-27 21:39:55,tempat yg paling nyaman simpan uang tabung kudi bri
Muhamad Farhans,5,Keren brimo,2026-02-27 21:38:23,keren brimo
Erna Erna,5,mantap pokok nya..,2026-02-27 21:34:55,mantap pokok nya
Sumard Sumard,5,bagus,2026-02-27 21:33:02,bagus
Sandy syahputra,1,"saat saya buka aplikasi brimo tidak bisa, saya lansung liat ulasan dan teryata semua yg saya alami sama dengan yg lain. saat di perlukan jadi seperti ini",2026-02-27 21:28:57,buka aplikasi brimo bisa lansung liat ulas teryata semua yg saya alami sama yg saat perlu jadi ini
Fitriyah Handayani,5,sangat baik,2026-02-27 21:27:56,sangat baik
Agus Pratama,5,good,2026-02-27 21:25:55,good
Ramli,5,"brimo.akhir akhir ini sering tidak bisa dibuka,,, seperti tidak conec layar putih terus..capek.. mohon ditingkatkan",2026-02-27 21:25:26,brimoakhir akhir sering bisa buka tidak conec layar putih teruscapek mohon tingkat
Ali mahfud mahfud,5,sangat puas,2026-02-27 21:23:39,sangat puas
Dwi isyana Isyana,5,"bagaimana caranya login ke brimo, lupa username ? nomer hp yang untuk daftar brimo udah ke blokir dan tidak bisa menerima pesan lewat SMS, kalau buat WhatsApp masih bisa terima pesan, jadi gak bisa masuk brimo",2026-02-27 21:21:07,bagaimana cara login brimo lupa username nomer hp untuk daftar brimo udah blokir tidak terima pesan lewat sms kalau buat whatsapp terima pesan jadi gak bisa masuk brimo
Sri Purnama,5,"assalamualaikum Ka maaf aplikasi brimo ini bermanfaat baget bisa nyah ga kaya gini tapi hari ini pasmasuk ada brimo setelah ituh malah bleng warna putih tolong di perbaiki karna ini sangat bermanfaat bagi sayah karna apa"" saya pake aplikasi brimo 🤗",2026-02-27 21:12:17,assalamualaikum ka maaf aplikasi brimo manfaat baget nyah ga kaya gin hari pasmasuk brimo ituh malah bleng warna putih di baik karna sangat manfaat sayah karna apa pake aplikasi brimo
Kiren ariant,5,Sangat Mudah,2026-02-27 21:11:25,sangat mudah
Muhammad Riza,1,"kendala sama seperti yang lainnya ini udah 3x saya download selama 5 hari,dan jawabannya selalu tidak menjawab,dan gaada inisiatif perbaikan apl dari bank,mending pindah bank aja bagi siapapun yang baca ini",2026-02-27 21:07:37,kendala sama lain udah x download lama haridan jawab selalu menjawabdan gaada inisiatif baik apl bankmending pindah bank aja siapa yang baca
Nono Mulyono,4,ok,2026-02-27 21:02:36,
Ali Muhammad,5,sangat membantu dan mempermudah transaksi..,2026-02-27 21:00:05,sangat bantu mudah transaksi
4ngga 19,4,mohon maaf ko setiap masuk gambarnya putih semua,2026-02-27 20:57:05,mohon maaf ko masuk gambar putih semua
Ar Han,5,mantap,2026-02-27 20:55:10,mantap
4Girl Ok,3,mohon maaf kakak..BRIMO Memang berguna sekali tapi sudah 2 kali ini saya mengalami gak bisa login sama sekali 🙏 instal ulang juga susah sekali,2026-02-27 20:55:03,mohon maaf kakakbrimo memang guna sekali sudah kali saya alami gak login sama sekali instal ulang susah sekali
Moni Moni,5,mantap👍,2026-02-27 20:54:50,mantap
Fahran Zio,5,simpel n memudahkan,2026-02-27 20:53:05,simpel n mudah
Ashel Forius,4,"sementara 4 bintang, yang jadi masalah adalah ketika aku buka aplikasi brimo nyaa bukan memilih untuk login melainkan tampilan brimo jadi biru atau putih bersih nge blank kenapa yaa padahal aku udah clear chace sampe restart hp tolong dong",2026-02-27 20:52:40,bintang jadi masalah ketika aku buka aplikasi brimo nyaa bukan pilih login tampil brimo jadi biru putih bersih nge blank yaa padahal aku udah clear chace sampe restart hp dong
Safa HR,5,"aplikasi lengkap, membuat smuanya mnjadi lebih mudah. trimaksih BRImo",2026-02-27 20:50:47,aplikasi lengkap buat smuanya mnjadi lebih mudah trimaksih brimo
ridho properti,5,sip pokoke,2026-02-27 20:49:55,sip pokoke
Muhammad Nasier,5,membantu,2026-02-27 20:48:59,bantu
Imam Taufik,5,mantap,2026-02-27 20:45:56,mantap
Fauziah Syahbani,5,good,2026-02-27 20:43:34,good
Anton simon Kandipi,5,terbaik,2026-02-27 20:42:40,baik
Dutama Cipta Media,5,Mantap nian pokoknya,2026-02-27 20:42:32,mantap nian pokok
Tejo Suhartono,5,traksaksi mudah dan cepat,2026-02-27 20:28:07,traksaksi mudah cepat
Perdi Pepek,5,duit 10ribu aku ga bisa di TF cok,2026-02-27 20:25:34,duit ribu aku ga di tf cok
Musran Mus,5,sangat memudahkan segala urusan yang berhubungan dengan uang,2026-02-27 20:23:13,sangat mudah segala urus hubung uang
Juwairuddin Uddin,4,dgn adanya brimo sangat mudah bertransaksi di manapun & kapanpun.,2026-02-27 20:20:50,dgn ada brimo sangat mudah transaksi mana kapan
Oppo a5s,5,aman dan amanah,2026-02-27 20:19:41,aman amanah
Dewi Sinta,5,sejauh ini memuaskan,2026-02-27 20:18:35,jauh muas
Ayub Bukhori,5,sangat membantu,2026-02-27 20:16:48,sangat bantu
Muhammad Hair,5,sangat membantu,2026-02-27 20:14:12,sangat bantu
Nia R,2,"aplikasi bagus tapi payah. Sudah install tapi harus unisntall dan insta berkali-kali supaya bisa login. Waktu dibuka aplikasi muncul biru, kemudian blank putih dan tidak ada apa-apa. Tapi kalau di uninstall lalu di install lagi bisa login tapi ribeett harus verif KTP sama wajah terusss. Pokoknya bagus tapi bobrok gitu ajah bintang 2",2026-02-27 20:08:06,aplikasi bagus payah install unisntall insta berkalikali bisa login waktu buka aplikasi muncul biru kemudian blank putih tidak apaapa kalau uninstall lalu install bisa login ribeett harus verif ktp sama wajah terusss pokok bagus bobrok gitu ajah bintang
samsuddin Udin,2,hay kak kenapa sy tdk bs masuk ke aplikasi brimo sy.. mhn petunjuknya,2026-02-27 20:07:06,hay kak sy tdk bs masuk aplikasi brimo sy mhn tunjuk
mirza dimas,1,"playanan sangat buruk, dan lamaa banget",2026-02-27 20:06:26,playanan sangat buruk lamaa banget
MAS Anto kendari,4,lumayan bagus,2026-02-27 19:59:30,lumayan bagus
Calonmayyit Mayyit,5,sangat baik,2026-02-27 19:57:36,sangat baik
Mar Juki,5,sangat baik,2026-02-27 19:56:22,sangat baik
Sauliah,5,apl ny bgus banget,2026-02-27 19:51:52,apl ny bgus banget
Rani Septiani,5,memudahkan utk berbayar thx....,2026-02-27 19:47:48,mudah utk bayar thx
pink Pinky,4,aplikasi brimo saya login gk bisa harus hapus dan instal terus saya capek dan ribet gimana nih apa solusinya🤦🏻🙏🏻,2026-02-27 19:44:33,aplikasi brimo login gk harus hapus instal terus capek ribet gimana nih apa solusi
Ang ugi Bontot,2,Kenapa kosekarang aplikasi brimo kaya gini anda tidak memiliki rekening yang dapat jadi sumberdana di brimon padahal ada no rekening,2026-02-27 19:41:55,kosekarang aplikasi brimo kaya gin tidak milik rekening dapat jadi sumberdana brimon padahal no rekening
DODO02 GAME,5,sangat mudah di gunakan,2026-02-27 19:40:50,sangat mudah guna
Abhay Wuekero,5,ok,2026-02-27 19:40:47,
umi muna,5,"kenapa selalu muncul layar putih saja setelah tulisan Brimo muncul,sering banget cuma layar putih,kemarin di complain udah bisa,sekarang balik lagi cuma layar putih,apakah brimo ada kendala terus setiap akun d buka selalu muncul layar putih saja? mohon perbaikannya",2026-02-27 19:40:20,selalu muncul layar putih telah tulis brimo munculsering banget cuma layar putihkemarin complain udah bisasekarang balik cuma layar putihapakah brimo kendala terus akun d buka selalu muncul layar putih mohon baik
Odong Odong jakarta,5,sekarang 2026 UI aplikasi brimo smooth tidak seperti dulu UI nya masih kaku ✌️😁✌️,2026-02-27 19:40:09,sekarang ui aplikasi brimo smooth seperti dulu ui nya kaku
emma wati,5,buruk,2026-02-27 19:37:54,buruk
Ervin Supriyatna,5,sangat membantu urusan jadi mudah,2026-02-27 19:34:38,sangat bantu urus jadi mudah
Herlan Maulana,5,okeh,2026-02-27 19:32:29,okeh
indra gugun,5,menunya simpel,2026-02-27 19:31:53,menu simpel
hendrik 77,5,ok,2026-02-27 19:31:35,
Fatkhul Jannah,5,kak kenapa brimo saya gk bisa d buka warna layar hanya hitam/putih padahal sinyal bagus tolong beri penjelasan terima kasih,2026-02-27 19:29:48,kak brimo gk d buka warna layar hitamputih padahal sinyal bagus beri jelas terima kasih
Saidina Ibrahim,5,"ok lah, secara efesien dan keren",2026-02-27 19:29:22,lah efesien keren
Isep Syafrudin,5,Success!,2026-02-27 19:27:28,success
Nasyah Verizqia,5,oke,2026-02-27 19:25:02,oke
Kartika Ikakartika,5,sangat puas,2026-02-27 19:20:26,sangat puas
Alan Lando,5,sangat membantu untuk Kita semua. aku kasih kan 5 bintang,2026-02-27 19:19:30,sangat bantu kita semua aku kasih kan bintang
Anto RJH (Rumah Jasa & Hukum),5,so far so good,2026-02-27 19:19:10,so far so good
Madon Gacor,5,terbaik,2026-02-27 19:17:35,baik
Bagus kentus,5,keren,2026-02-27 19:13:51,keren
Syam suri,1,tidak bisa login...maunya install terus,2026-02-27 19:13:05,bisa loginmaunya install terus
Iccang Iccang,5,sangat membantu dan sangat baik,2026-02-27 19:12:39,sangat bantu sangat baik
Geri Iwanggin,5,niceee😘😘😘😘,2026-02-27 19:11:40,niceee
Mulyadi bin Somo Slamet,5,👍👍👍,2026-02-27 19:11:08,
Kiki Aritonang,5,mantap,2026-02-27 19:08:27,mantap
Erista Ita,3,"kadang tidak bisa di buka aplikasinyaa, langsung putih layarnya",2026-02-27 18:56:39,kadang bisa buka aplikasinyaa langsung putih layar
Kelvin aldiansyah,1,aplikasi sampah sering ngestuck logo login nya berat lama tolong di perbaiki bug bug seperti itu.,2026-02-27 18:54:09,aplikasi sampah sering ngestuck logo login nya berat lama di baik bug bug itu
Desi Eka mariyanti,5,sangat membantu,2026-02-27 18:54:08,sangat bantu
rudin haerud,5,pelayanannya sangat memuaskan,2026-02-27 18:44:43,layan sangat muas
Manda Akilla,5,selalu membantu,2026-02-27 18:44:31,selalu bantu
Shofi Atun,5,sangat bermanfaat,2026-02-27 18:44:03,sangat manfaat
Hery Porwoko,5,siiippp,2026-02-27 18:41:05,siiippp
Rabitstemplate89,5,keren,2026-02-27 18:38:54,keren
Aftah Lana,5,👌👌👌,2026-02-27 18:38:41,
abdul khair,5,kuerennnn,2026-02-27 18:33:34,kuerennnn
Gani Anggraeni,5,apk sangat baik,2026-02-27 18:28:32,apk sangat baik
Kasirun,4,mudah akses transaksi,2026-02-27 18:25:39,mudah akses transaksi
nesot11 13,5,mantap,2026-02-27 18:21:23,mantap
Lia Indriyani,5,"ini brimo kenapa y, kok mau buka tidak bisa",2026-02-27 18:21:21,brimo y kok mau buka bisa
Pandu Kusuma,5,bagus,2026-02-27 18:20:01,bagus
Vita Lomboan,5,permudah transaksi,2026-02-27 18:19:25,mudah transaksi
Lare Mushola88,5,mantap,2026-02-27 18:08:54,mantap
Jihan Nur,5,luar biasa sangat membantu dan memudahkan nasabah untuk bertransaksi,2026-02-27 18:08:35,luar biasa sangat bantu mudah nasabah transaksi
Bayu Krisna Widodo (Yu),4,mudah dan gampang checkout toko jual beli karena mudah mencari tutorial nya banyak di YouTube 👌🏻👌🏻,2026-02-27 17:55:31,mudah gampang checkout toko jual beli mudah cari tutorial nya banyak youtube
romli galuh,1,aplikasi ga bisa login,2026-02-27 17:55:08,aplikasi ga login
Muhammad Ali Mustain,5,sangat cepat dan praktis,2026-02-27 17:54:44,sangat cepat praktis
Zhaidan Icihara,4,"sukses selalu ya BRIMO. semoga kedepannya semakin berkembang ,",2026-02-27 17:50:55,sukses selalu brimo moga depan makin kembang
Suka2 Studio,5,ok,2026-02-27 17:48:52,
yandi mnur,5,"Pembayaran dan belanja jadi lebih mudah ,,.",2026-02-27 17:47:52,bayar belanja jadi lebih mudah
Iwan Sty,2,"sebenar ada masalah apa sih dengan wajah saya dengan brimo,wajah saya asli bukan topeng,gw dibuat foto kaya bodoh?????",2026-02-27 17:40:46,benar masalah apa sih wajah dengan brimowajah asli bukan topenggw buat foto kaya bodoh
Puan Regarsport,1,aplikasi baru mengecewakan. ganti ponsel ribetnya minta ampun. bbrp kali mengulang samppai berhari2 tidak kah cukup dengan ktp. email. no wa saja. wajaj sy sendiri tidak dikenali apk. dan sdh bbrp hari sy tidak bs akses. mengecewakan,2026-02-27 17:39:07,aplikasi baru kecewa ganti ponsel ribetnya minta ampun bbrp kali ulang samppai hari kah cukup ktp email no wa wajaj sy sendiri nali apk sdh bbrp hari sy bs akses kecewa
Akun hp,5,👍🏻,2026-02-27 17:37:30,
Asep S,1,"mutasi,notifikasi dan aktivitas selalu delay saat melakukan transaksi transfer dan menerima transferan. tolong di perbaiki",2026-02-27 17:35:31,mutasinotifikasi aktivitas selalu delay laku transaksi transfer terima transfer di baik
Danny Setyabudi,5,mudah buat transaksi,2026-02-27 17:35:11,mudah buat transaksi
Sopo Phone cell,5,dsri padacari atm musim hujan,2026-02-27 17:34:38,dsri padacari atm musim hujan
Endo Bebek,5,dipermudah,2026-02-27 17:33:52,mudah
Kakafheo 98,5,"aplikasi no ribet, sekali daftar Langsung Jadi👍🥰",2026-02-27 17:33:46,aplikasi no ribet sekali daftar langsung jadi
Sodikun Ikun,5,okeh untuk transaksi,2026-02-27 17:30:46,okeh transaksi
Anggriawan Purnama Rachman,5,mempermudah,2026-02-27 17:30:15,mudah
imam buhori,5,mantap,2026-02-27 17:26:41,mantap
Hendik Suhendik,5,"istimewa BRimo,mantap",2026-02-27 17:24:25,istimewa brimomantap
Julis Dewi sinta,5,baru awal tapi oke mudah dan cepat sekali,2026-02-27 17:21:07,baru awal oke mudah cepat sekali
Widiana Yoga Pratama,5,good,2026-02-27 17:15:29,good
Maulana Ramadhan,5,kalo mau login ke brimo pasti ngebleng warnah putih belom sampe masukan yusernem sama Santi tiba tiba keluwar sendiri dari aplikasi brimo,2026-02-27 17:14:45,kalo mau login brimo ngebleng warnah putih bom sampe masuk yusernem sama santi tiba tiba keluwar sendiri aplikasi brimo
Sutianah Zahra,5,pengalaman pertama pakai BRI mo. sangat memudahkan.,2026-02-27 17:05:54,alam pertama pakai bri mo sangat mudah
Mase Woyo,4,aplikasi yg bagus dan bermanfaat,2026-02-27 17:01:44,aplikasi yg bagus manfaat
rifki zuliansyah,5,mudah dan aman,2026-02-27 16:56:25,mudah aman
Imanuel Nenoliu,5,sangat membantu,2026-02-27 16:56:17,sangat bantu
Sasongko Yudi,5,sangat aman dan terbaik,2026-02-27 16:54:04,sangat aman baik
Yadi Ahy,5,sgt baik,2026-02-27 16:46:31,sgt baik
A Soleh,5,mantap,2026-02-27 16:46:07,mantap
Dimas Titan,5,bagus tapi tiba2 ada bug kaya transfer uang malah rating,2026-02-27 16:45:38,bagus tiba bug kaya transfer uang malah rating
Rangga Kuntawijaya,5,ok,2026-02-27 16:43:55,
Afandi Aqmar,5,bagus banget mempermudah dalam mengecek saldo dan bertransaksi pokoknya best,2026-02-27 16:40:57,bagus banget mudah ecek saldo transaksi pokok best
Rahmat Effendi,5,mantul dah top,2026-02-27 16:35:39,mantul dah top
Ham Diyan,5,sering kluar sendiri,2026-02-27 16:25:45,sering kluar sendiri
Nuhlan Huga,1,"aplikasi nya sih bagus tapi pada saat verifikasi wajah gagal terus, padahal saya sudah mengikuti tutorial.",2026-02-27 16:19:49,aplikasi nya sih bagus pada verifikasi wajah gagal terus padahal sudah ikut tutorial
Riski Irwansyah,5,mantap,2026-02-27 16:12:38,mantap
yx_rin,5,aplikasinya bagus cuma kalo di bawah 40ribu udh ga bisa di tf lagi,2026-02-27 16:11:49,aplikasi bagus cuma kalo bawah ribu udh ga di tf
Novita Sari,5,sangat baik,2026-02-27 16:10:43,sangat baik
tetty handayani,5,"makin praktis makin mudah bertransaksi menggunakan brimo,.mksh BRI mksh brimo",2026-02-27 16:07:05,makin praktis makin mudah transaksi guna brimomksh bri mksh brimo
Wasikin Ikin,5,menjadi lebih mudah dengan Brimo,2026-02-27 16:06:01,jadi lebih mudah brimo
simba Lodes,5,cepat efisien d gak bikin ribet,2026-02-27 16:05:15,cepat efisien d gak bikin ribet
Mirna Callysta,1,aplikasinya bagus sayang nya untuk verivikasi wajah susah bgt kak,2026-02-27 15:53:07,aplikasi bagus sayang nya verivikasi wajah susah bgt kak
nailil husna,1,"setiap mau tf ke bank lain kenapa muncul tanda merah "" nomor rekening salah (kode....) "" tolong dong min ini yg salah apanya,kalo sesama bank bri bisa",2026-02-27 15:46:27,mau tf bank kenapa muncul tanda merah nomor rekening salah kode dong min yg salah apanyakalo sama bank bri
Reza Pratama,1,BANKING TOLOL,2026-02-27 15:46:02,banking tolol
FF GEMING,5,ok,2026-02-27 15:41:42,
Darno sudarno,5,Terimakasih BRI telah memisahkan kehidupan saya,2026-02-27 15:34:55,terimakasih bri pisah hidup
Tania Syahira,5,transaksi lebih mudah & simpel.,2026-02-27 15:31:47,transaksi lebih mudah simpel
shafa ashari,5,jos,2026-02-27 15:31:16,jos
Ngemut Mut,1,saya selalu gagal membuat brimo,2026-02-27 15:29:29,selalu gagal buat brimo
Gus Samson,5,memudahkan tranfer tarik cek saldo,2026-02-27 15:25:40,mudah tranfer tarik cek saldo
ayam Kampung,1,sudah pergi di kantor bank dan custumor service sudah aktifkan lagi brimo tetapi saya coba login di HP saya tetap tidak bisa,2026-02-27 15:21:51,pergi kantor bank custumor service aktif brimo coba login hp saya tetap bisa
Nur Samsi,5,terimakasih,2026-02-27 15:20:37,terimakasih
Candra Hayat,5,ok sih,2026-02-27 15:19:05,sih
Alvarez Supendi,5,sangat mudah,2026-02-27 15:18:43,sangat mudah
Betris Salon,1,bener2 mengecewakan aplikasi ini,2026-02-27 15:18:24,bener kecewa aplikasi
SILVERMEN BOIL,5,good,2026-02-27 15:17:34,good
Mariska Mariam,5,mantap semakin sukses,2026-02-27 15:16:42,mantap makin sukses
sifaqkir sifaqkir,4,sangat membantu👍,2026-02-27 15:11:46,sangat bantu
Rani Nuraeni,5,membantu banget aplikasi nya mudah,2026-02-27 15:10:33,bantu banget aplikasi nya mudah
Muhammad kellul,5,baguss,2026-02-27 15:10:13,baguss
Infinix Akun,5,mantap. cepat,2026-02-27 15:09:02,mantap cepat
Rafidha Hidayati,5,bagus,2026-02-27 15:03:34,bagus
Aidil Ranacadil,1,td mlm blank putih..uninstall..install lg...e paginya..blamk lg..siang ditunggu gak jg bisa normal..ini mo uninstall lg.azab x bah,2026-02-27 15:01:47,td mlm blank putihuninstallinstall lge paginyablamk lgsiang tunggu gak jg normalini mo uninstall lgazab x bah
Yulianta Aan,5,fast..,2026-02-27 15:01:44,fast
UDIEK RUSDIANTO KURNIAWAN,5,mudah dipahami,2026-02-27 15:01:30,mudah paham
Krisna Sugihjayaharta,5,segala urusan cepat semua ada di brimo ok,2026-02-27 14:59:05,segala urus cepat semua di brimo
Yocko Matzu,5,sangat membantu dan mempermudah transaksi,2026-02-27 14:54:20,sangat bantu mudah transaksi
Dewangga Samiaji Danandra,4,mudah dan cepat,2026-02-27 14:53:27,mudah cepat
Andi Achmad,1,mudah error 2 hri 3 hri hpus download hpus download,2026-02-27 14:48:48,mudah error hri hri hpus download hpus download
Yayat Hardiyanto,5,mantep,2026-02-27 14:47:01,mantep
Nals Udin,5,sangat membantu,2026-02-27 14:40:50,sangat bantu
JT 93,5,sangat mudah dipahami,2026-02-27 14:39:31,sangat mudah paham
Husnil Alidah,5,sampai saat ini baik,2026-02-27 14:29:30,saat baik
Wawan Ridwan,1,"brimo knpa ilang donlod lagi ilang lagi,tolong knpa jelaskan",2026-02-27 14:26:27,brimo knpa ilang donlod ilang lagitolong knpa jelas
Danang skc,4,memudahkan,2026-02-27 14:23:57,mudah
Agustin Murti,5,sangat mudah,2026-02-27 14:22:14,sangat mudah
Fatikhin,5,sangat mudah dan menyenangkan,2026-02-27 14:20:08,sangat mudah senang
Araara Kimoci,1,"baru kemaren bikin akun,mau login hari ini malah logut tiba²,mau login kembali malah username/pw nya yg salah,pdhal saya login masukin usrname/pw dgn benar. aneh ni apk,pdhal pas daftar udah susah² buat verifikasi wajah karna gagal,giliran udh jadi akun nya malah logut sndiri tanpa notif. gjls ni apk,sekelas bank Negara malah bnyak bug nya",2026-02-27 14:19:52,baru kemaren bikin akunmau login hari malah logut tibamau login malah usernamepw nya yg salahpdhal login masukin usrnamepw dgn benar aneh ni apkpdhal pas daftar udah susah buat verifikasi wajah karna gagalgiliran udh jadi akun nya malah logut sndiri notif gjls ni apksekelas bank negara malah bnyak bug nya
Afdun Fadhill,5,bagus,2026-02-27 14:19:30,bagus
Muctar Rochmah,5,baguss,2026-02-27 14:13:13,baguss
Johan Liebert,5,sangat bagus,2026-02-27 14:11:46,sangat bagus
Hotri rena,5,brimo membantu!,2026-02-27 14:07:00,brimo bantu
Murti Ningsih,2,"apk nya sangat bagus dan membantu, tapi sayang kenapa akhir* ini sering blank layar putih gak bisa buat login, padahal udah diclear, hapus cache, dan apk udah versi terbaru ,mohon untuk dibantu Kaka. mau TF aja harus ribet lagi gk bisa login",2026-02-27 14:04:24,apk nya sangat bagus bantu sayang akhir sering blank layar putih gak buat login padahal udah diclear hapus cache apk udah versi baru mohon bantu kaka mau tf aja ribet gk login
Hafif Udin,5,aplikasi ini sangat membantu banget,2026-02-27 14:03:55,aplikasi sangat bantu banget
Iyan Adipraja,5,"sangat membantu, transaksi lebih mudah",2026-02-27 14:03:47,sangat bantu transaksi lebih mudah
Fadel Patirangga,5,ok mantabp,2026-02-27 13:59:28,mantabp
Jefry,1,kenapa brimo ku tidak bisa di buka hanya muncul layar putih apakah eror brimo???,2026-02-27 13:52:54,brimo ku bisa buka muncul layar putih eror brimo
MUHAMMAD MURSYID ARDHI F.,2,"Baru daftar aplikasi nya aja udah error"" an, apalagi ntar kalo udah penggunaan, apa ga lebih error tuh aplikasi. ga ada kemajuan apa? ga ada perkembangan dengan system kamu? dari dulu sampe sekarang system sering error"" an",2026-02-27 13:51:00,baru daftar aplikasi nya aja udah error an ntar kalo udah guna apa ga lebih error tuh aplikasi ga maju apa ga kembang system kamu dulu sampe sekarang system sering error an
Satrilan Ilan,5,mabtap,2026-02-27 13:47:59,mabtap
Donny Firmansyah,5,baik,2026-02-27 13:43:28,baik
Chindy Awati,2,tidak memuaskan,2026-02-27 13:40:45,muas
Indah Mayasari,5,rekomendasi sekali 🥰,2026-02-27 13:37:15,rekomendasi sekali
Najwa Prita,5,cepet gak ribet,2026-02-27 13:36:05,cepet gak ribet
Pernando Sihombing,5,"sangat membantu,, terimakasih",2026-02-27 13:30:40,sangat bantu terimakasih
Ahmad Sidik,5,bagus,2026-02-27 13:27:43,bagus
pangeran p,5,mantap..,2026-02-27 13:25:15,mantap
Apri Yana,3,bri saya selalu instal ulang krn bleng trus layar putih... skrg kendala nya.. saya masuk kan pin sdh benar tp kata nya salah... bagaimana ini.. tlg bantuan nya.,2026-02-27 13:22:02,bri selalu instal ulang krn bleng trus layar putih skrg kendala nya masuk kan pin sdh benar tp kata nya salah bagaimana tlg bantu nya
Budi Priyanto,5,transaksi apapun hanya satu genggaman.mantap brimo,2026-02-27 13:20:41,transaksi apa satu genggamanmantap brimo
Djawa Arifudin,5,praktis.. dan cepat....,2026-02-27 13:20:38,praktis cepat
Mujiono Monotflorist,5,mantaab dan lancar sekali bozzz ...,2026-02-27 13:20:15,mantaab lancar sekali bozzz
Delvis Adrianto,3,lumayan bagus,2026-02-27 13:19:42,lumayan bagus
Sulistio Arianto,1,"ga bisa login, ribet banget",2026-02-27 13:18:55,ga login ribet banget
Soenar To,5,tiap 4 hari blank putih harus unistal lalu aktifasi ulang,2026-02-27 13:10:03,tiap hari blank putih unistal lalu aktifasi ulang
Irene Fransiscus,5,"lebih muda dalam transaksi berupa tf, pembelian pulsa, top up.. pokoknya terbaik",2026-02-27 13:07:24,lebih muda transaksi upa tf beli pulsa top up pokok baik
Aisyah Aisyah,5,mantap. sangat membantu,2026-02-27 13:04:27,mantap sangat bantu
Evi Sopiani,5,mempermudah dalam transaksi,2026-02-27 13:00:33,mudah transaksi
Ninda Nuraeni,4,empat dulu yaa baru soalnya,2026-02-27 12:57:04,empat dulu yaa baru soal
Adhi Hendro,5,terbaik,2026-02-27 12:56:09,baik
Wyono Oke,5,jos jis,2026-02-27 12:54:55,jos jis
Triyono Rio,4,cukup baik dan mempermudah,2026-02-27 12:53:35,cukup baik mudah
muhd irwan,5,the best,2026-02-27 12:53:14,the best
Ari Castelo,5,bagus,2026-02-27 12:49:09,bagus
yanis zawawi,5,ok,2026-02-27 12:48:22,
astrawan purba06,1,"Susah dibuka ,selalu uninstal",2026-02-27 12:45:48,susah buka selalu uninstal
Ardiansa Usman,5,👍,2026-02-27 12:43:40,
Yesa Gussella,5,sangat membantu,2026-02-27 12:43:19,sangat bantu
Wands 0909,3,mengapa setiap mau login selalu verifikasi terlebih dahulu,2026-02-27 12:42:24,tiap mau login selalu verifikasi lebih
herman za,4,Baik,2026-02-27 12:37:36,baik
Sri Aditya,5,"bagus,mudah,cepat",2026-02-27 12:35:01,bagusmudahcepat
Heru Maindikali,5,oke,2026-02-27 12:34:01,oke
Cemonk Cemonk,1,kenapa selalu eror brimo nya,2026-02-27 12:30:48,selalu eror brimo nya
Joko susilo,5,Tks...Sangat mudah dan sangat membantu kami dalam setiap transaksi yg urgent....,2026-02-27 12:30:23,tkssangat mudah sangat bantu dalam transaksi yg urgent
anung oye,5,aplikasi yang baguuuuuusss buanget,2026-02-27 12:23:17,aplikasi baguuuuuusss buanget
Zayn Andara,1,pendaftaran susah dionline.pdhl identitas SDH bner,2026-02-27 12:21:14,daftar susah dionlinepdhl identitas sdh bner
Yohana Kwen,2,setiap kali buka aplikasi selalu muncul layar putih..dan harus di dowload ulang dan masukan data data kembali ..solusi,2026-02-27 12:17:39,kali buka aplikasi selalu muncul layar putihdan di dowload ulang masuk data data solusi
Sri Wahyuni,3,"BRImo semakin di update malah bukan semakin bagus,,kok saya rasa semakin buruk saja,,awal2 nya enak,nggak kaya aplikasi lain,,awal agak2 ribet,tapi semakin meningkat performa nya,,ini mah kebalik,,malah sering erorr nya,,tiap mau login,malah muncul white blank,,saya sudah hapus data dan instal ualng selama 3x,,masih saja gitu,,sudah mencoba menghubungi link brimo,masih tidak ada kawaban yang relevan,,sebenarnya mau nya apa sich,,kok aplikasi nya gini amat...bukan memudahkan,,malah memperburuk.",2026-02-27 12:16:55,brimo makin update malah bukan makin baguskok rasa makin buruk sajaawal nya enaknggak kaya aplikasi lainawal ribettapi makin tingkat performa nyaini mah kebalikmalah sering erorr nyatiap mau loginmalah muncul white blanksaya hapus data instal ualng lama xmasih gitusudah coba hubung link brimomasih ada kawaban relevansebenarnya mau nya apa sichkok aplikasi nya gin amatbukan memudahkanmalah buruk
Dian woto,4,giman carane verifikasi foto ktp g bsa trus karena efek kamera jelek...jdi g bsa di verifikasi,2026-02-27 12:14:59,gim carane verifikasi foto ktp g bsa trus efek kamera jelekjdi g bsa verifikasi
Ahmad Afdal,5,sangat membantu terimakasih,2026-02-27 12:14:38,sangat bantu terimakasih
Titin Dj,5,sangat puas,2026-02-27 12:10:30,sangat puas
Devri Dotulong,5,"Memuaskan, dan tdk perlu lagi ke ATM",2026-02-27 12:10:09,muas tdk perlu ke atm
Yobedi Hulu,5,cepat dan mantap,2026-02-27 12:08:33,cepat mantap
Erlandika Salvatiera,5,baik,2026-02-27 12:03:51,baik
Iko exol,5,"bagus, suka, cepat dan tepat",2026-02-27 11:57:55,bagus suka cepat tepat
F crish Andianto,5,Brimo mempermudah transaksi dan pastinya aman,2026-02-27 11:56:22,brimo mudah transaksi pasti aman
