user,rating,review,date
Murti Ningsih,2,"apk nya sangat bagus dan membantu, tapi sayang kenapa akhir* ini sering blank layar putih gak bisa buat login, padahal udah diclear, hapus cache, dan apk udah versi terbaru ,mohon untuk dibantu Kaka. mau TF aja harus ribet lagi gk bisa login",2026-02-27 14:04:24
Hafif Udin,5,aplikasi ini sangat membantu banget,2026-02-27 14:03:55
Iyan Adipraja,5,"sangat membantu, transaksi lebih mudah",2026-02-27 14:03:47
Fadel Patirangga,5,ok mantabp,2026-02-27 13:59:28
Jefry,1,kenapa brimo ku tidak bisa di buka hanya muncul layar putih apakah eror brimo???,2026-02-27 13:52:54
MUHAMMAD MURSYID ARDHI F.,2,"Baru daftar aplikasi nya aja udah error"" an, apalagi ntar kalo udah penggunaan, apa ga lebih error tuh aplikasi. ga ada kemajuan apa? ga ada perkembangan dengan system kamu? dari dulu sampe sekarang system sering error"" an",2026-02-27 13:51:00
Satrilan Ilan,5,mabtap,2026-02-27 13:47:59
Donny Firmansyah,5,baik,2026-02-27 13:43:28
Chindy Awati,2,tidak memuaskan,2026-02-27 13:40:45
Indah Mayasari,5,rekomendasi sekali 🥰,2026-02-27 13:37:15
Najwa Prita,5,cepet gak ribet,2026-02-27 13:36:05
Pernando Sihombing,5,"sangat membantu,, terimakasih",2026-02-27 13:30:40
Ahmad Sidik,5,bagus,2026-02-27 13:27:43
pangeran p,5,mantap..,2026-02-27 13:25:15
Apri Yana,3,bri saya selalu instal ulang krn bleng trus layar putih... skrg kendala nya.. saya masuk kan pin sdh benar tp kata nya salah... bagaimana ini.. tlg bantuan nya.,2026-02-27 13:22:02
Budi Priyanto,5,transaksi apapun hanya satu genggaman.mantap brimo,2026-02-27 13:20:41
Djawa Arifudin,5,praktis.. dan cepat....,2026-02-27 13:20:38
Mujiono Monotflorist,5,mantaab dan lancar sekali bozzz ...,2026-02-27 13:20:15
Delvis Adrianto,3,lumayan bagus,2026-02-27 13:19:42
Sulistio Arianto,1,"ga bisa login, ribet banget",2026-02-27 13:18:55
Soenar To,5,tiap 4 hari blank putih harus unistal lalu aktifasi ulang,2026-02-27 13:10:03
Irene Fransiscus,5,"lebih muda dalam transaksi berupa tf, pembelian pulsa, top up.. pokoknya terbaik",2026-02-27 13:07:24
Aisyah Aisyah,5,mantap. sangat membantu,2026-02-27 13:04:27
Evi Sopiani,5,mempermudah dalam transaksi,2026-02-27 13:00:33
Ninda Nuraeni,4,empat dulu yaa baru soalnya,2026-02-27 12:57:04
Adhi Hendro,5,terbaik,2026-02-27 12:56:09
Wyono Oke,5,jos jis,2026-02-27 12:54:55
Triyono Rio,4,cukup baik dan mempermudah,2026-02-27 12:53:35
muhd irwan,5,the best,2026-02-27 12:53:14
Ari Castelo,5,bagus,2026-02-27 12:49:09
yanis zawawi,5,ok,2026-02-27 12:48:22
astrawan purba06,1,"Susah dibuka ,selalu uninstal",2026-02-27 12:45:48
Ardiansa Usman,5,👍,2026-02-27 12:43:40
Yesa Gussella,5,sangat membantu,2026-02-27 12:43:19
Wands 0909,3,mengapa setiap mau login selalu verifikasi terlebih dahulu,2026-02-27 12:42:24
herman za,4,Baik,2026-02-27 12:37:36
Sri Aditya,5,"bagus,mudah,cepat",2026-02-27 12:35:01
Heru Maindikali,5,oke,2026-02-27 12:34:01
Cemonk Cemonk,1,kenapa selalu eror brimo nya,2026-02-27 12:30:48
Joko susilo,5,Tks...Sangat mudah dan sangat membantu kami dalam setiap transaksi yg urgent....,2026-02-27 12:30:23
anung oye,5,aplikasi yang baguuuuuusss buanget,2026-02-27 12:23:17
Zayn Andara,1,pendaftaran susah dionline.pdhl identitas SDH bner,2026-02-27 12:21:14
Yohana Kwen,2,setiap kali buka aplikasi selalu muncul layar putih..dan harus di dowload ulang dan masukan data data kembali ..solusi,2026-02-27 12:17:39
Sri Wahyuni,3,"BRImo semakin di update malah bukan semakin bagus,,kok saya rasa semakin buruk saja,,awal2 nya enak,nggak kaya aplikasi lain,,awal agak2 ribet,tapi semakin meningkat performa nya,,ini mah kebalik,,malah sering erorr nya,,tiap mau login,malah muncul white blank,,saya sudah hapus data dan instal ualng selama 3x,,masih saja gitu,,sudah mencoba menghubungi link brimo,masih tidak ada kawaban yang relevan,,sebenarnya mau nya apa sich,,kok aplikasi nya gini amat...bukan memudahkan,,malah memperburuk.",2026-02-27 12:16:55
Dian woto,4,giman carane verifikasi foto ktp g bsa trus karena efek kamera jelek...jdi g bsa di verifikasi,2026-02-27 12:14:59
Ahmad Afdal,5,sangat membantu terimakasih,2026-02-27 12:14:38
Titin Dj,5,sangat puas,2026-02-27 12:10:30
Devri Dotulong,5,"Memuaskan, dan tdk perlu lagi ke ATM",2026-02-27 12:10:09
Yobedi Hulu,5,cepat dan mantap,2026-02-27 12:08:33
Erlandika Salvatiera,5,baik,2026-02-27 12:03:51
Iko exol,5,"bagus, suka, cepat dan tepat",2026-02-27 11:57:55
F crish Andianto,5,Brimo mempermudah transaksi dan pastinya aman,2026-02-27 11:56:22
Muhammad Sibromilsi,5,mudah & lancar,2026-02-27 11:56:08
Dapur Doraemon,5,"kenapa brimoku layarnya putih sdh di update.nggak bisa di buka,..mohon penjelasannya biasanya aman aman aja",2026-02-27 11:50:37
I H,5,trimks sangat membantu.,2026-02-27 11:48:18
khoritatul Vio'nando,5,memudahkan bertransaksi saya..semoga kedepan lebih baik lagi,2026-02-27 11:47:39
Ramli ramli,5,BRIMO sangat cepat dalam transaksi,2026-02-27 11:45:41
Sila,1,pelayanan pengaduan lama. transaksi qris ke akun sendiri. transaksi berhasil saldo terpotong. tapi tidak masuk. pengaduan 14 hari kerja. selesai sebulan. dianggap berhasil dan dana tidak dikembalikan. gak tau kemana dananya.,2026-02-27 11:45:11
Winda Purwanti,5,proses cepat nggak ribet,2026-02-27 11:41:14
Yayu Safitri,5,"saya sangat senang menggunakan brimo, cepat dan mudah dimanapun dan kapanpun.",2026-02-27 11:39:06
Manto Su,5,"Karena tidak bisa lagi login di SM-A520F Android 8.0 akhirnya goodby brimo, beralih ke mobile banking sebelah yang masih kompatibel dengan perangkat saya",2026-02-27 11:39:03
Mul mulya,5,mantap,2026-02-27 11:38:03
Rahmat Rurung,5,mantap,2026-02-27 11:30:53
Rahma Wati,5,sangat puas,2026-02-27 11:30:49
Putra Mei,5,sangat menbantu sekali,2026-02-27 11:21:27
Elfrin Silalahi,5,memuaskn,2026-02-27 11:18:21
Daca Suli,5,mantap wajib punya ini mah,2026-02-27 11:18:18
Muhammad Fazriansyah,5,oke,2026-02-27 11:17:29
Alam Syah,5,nice,2026-02-27 11:12:41
Sri Mulyati,5,memudahkan dalam berbagai bertransaksi,2026-02-27 11:01:08
Didit Triwanto,5,Sangat bermanfaat bagi pengguna brimo,2026-02-27 11:00:30
Lukman nurhakim Nurhakim,1,"udh ke 5 kli ya brimo gk bisa d gunakan.udh 2 kali k kantor bri buat d benerin,udh normal lgi skrng yg k 5 kli ya gk bisa login..pas d buka cma muncul layar putih aj.",2026-02-27 10:57:24
Bastian Tarigan,5,sangat puas,2026-02-27 10:56:26
Sonah Sonah,5,dengan aplikasi BRI mo sangat membantu dalam transaksi,2026-02-27 10:55:12
Sarah Robi,5,tercukupi,2026-02-27 10:52:09
Nastasya Fitriani,5,sangat membantu,2026-02-27 10:50:58
EDDY SAPUTRA,5,"sangat membantu sekali, mudah , lancar gk ribet",2026-02-27 10:50:16
DENIAS SAPUTRA,5,"transfer super cepat ,aplikasi brimo goodjob the best",2026-02-27 10:49:39
Harni Pakelo,5,sangat suka karena mempermudah bertransaksi,2026-02-27 10:44:50
Muhammad Alfathi aqza,5,mantap,2026-02-27 10:44:03
Danar R Jakariah,5,bagus,2026-02-27 10:37:51
Suhar Dina,5,puas,2026-02-27 10:37:48
Lee Cong We,1,Ada yang ngalamin Hal seperti saya gak Pembukaan rekening Susah Kuota Selalu Habis Pendaftaran Brimo Tidak bisa di karenakan harus melakukan pengkinian data Layanan Pengaduan / CS BRi 99% tidak berguna 1% chat di balas Kenapa mau daftar Layanan ini ya Karena BCA tidak menjangkau Area Plosok BCA Lebih Bagus Sebenarnya mulai dari layanan Jauh banget sama ini Sayang nya BCA tidak merata Cuma ada di daerah kota Sedang kan Bri ini di daerah plosok ada cuma gitu yah Pelayanan alakadarnya,2026-02-27 10:36:41
Aris Bandar,4,"aplikasi ini sngat membatu sekali,tapi sayang beberapa kali brimo saya harus login terus,, ini bikin repot",2026-02-27 10:36:37
kahfilas,5,brimo sangat membantu,2026-02-27 10:32:17
Archi Afdol,5,mantap,2026-02-27 10:32:06
Andasarkun 12345,4,memudahkan pengiriman,2026-02-27 10:30:52
Kamaria BBS,5,sangat puas mudah transaksi,2026-02-27 10:27:31
Wasiati,5,ok,2026-02-27 10:23:41
rena dewi putri,5,transaksi cepat dan mudah di unit bukit suban,2026-02-27 10:21:56
Ibrahim Putra,5,cepat dan sangat praktis,2026-02-27 10:12:16
Suryadi Djaidi,5,"bagus, mudah di gunakan",2026-02-27 10:11:44
02_ Almer Istaz Firjatulloh Azaria XI A6,1,punya gw 0 rupiaj mulu njr,2026-02-27 10:09:55
Entis Sutisna,5,praktis,2026-02-27 10:08:59
hr muslih,4,biaya adminnya mahal,2026-02-27 10:06:58
Wiyono Wiyono,5,"prosesnya cepat dan tidak lemot, mantap brimo",2026-02-27 10:05:32
Jamal Nurdin,5,bagus aplikasinya banyak,2026-02-27 10:03:21
ChuNenk Pheseck,5,lebih mudah pakai m-bangking,2026-02-27 10:02:49
UZUMAKI NARUTO,5,sangat mudah transaksinya dan gratis admin.,2026-02-27 10:02:38
Adim,5,BRI mantap👍,2026-02-27 10:01:45
Andy Yulianto,5,penggunaan aman dan lancar,2026-02-27 10:00:05
Nisa Ul,5,baik sekali,2026-02-27 09:58:45
Eci Cik,5,terimaksih BRImo telah memberi layanan terbaik.,2026-02-27 09:58:16
Tarlim Inspira,5,"penggunaan aplikasi yang mudah, cuma nyari duit buat isi saldonya yang susah😁😁😁😁😁",2026-02-27 09:52:03
Cintya Ajha,5,Transaksi sangat mudah,2026-02-27 09:51:54
wiwie kartika,1,"kenapa gak bisa screenshot layar, menyusahkan kita yg sering transaksi utk Olshop",2026-02-27 09:51:36
teguh iman budi wahono,5,gampang dan cepat,2026-02-27 09:49:12
Ahmad Hanif Fahruddin,5,bagus,2026-02-27 09:46:41
Elan Suherlan,5,pelayanan yg bagus baik dan ramah,2026-02-27 09:46:08
Rizky Febry Yohanes,5,"mohon maaf sebelumnya. saya ganti perangkat, saat akan instal aplikasi baru, tetapi selalu gagal saat verifikasi wajah. bahkan pihak cs bank BRI pun tidak bisa membantu ketika percobaan ketiga kalinya gagal juga. disuruh besok mencoba lagi. jadi saat mau transaksi juga kesulitan. bahkan sampai saat ini saya memberi ulasan, masih belum berhasil juga. sudah 2 Minggu selalu gagal. solusi? TIDAK ADA. hanya disuruh mencoba sendiri sampai bisa. ternyata beginilah kapasitas bank ini....",2026-02-27 09:45:55
Wawan Key,5,keren brimo,2026-02-27 09:44:09
Muhamad Danial Rubel,5,mantap lah brimo,2026-02-27 09:44:03
Mustofa Ktt,5,lengkap,2026-02-27 09:43:50
Faiz Rabbani,1,aplikasi sampah,2026-02-27 09:42:32
Abi Dika,1,potongan nya sbnernya berapa sih brimo ini??? saldo 60ribu tiba² tinggal 26ribu jarak seminggu ....top up pulsa jd nggk bisa,2026-02-27 09:41:55
Adi Sutris,1,"saya kira cuma saya ada kendala susah login ternyata rata² sama... kecewa sama brimo sekarang mau TF, cek saldo aja harus hapus data dulu lalu verifikasi pakai KTP ribet banget dah pokoknya..soalnya sekarang kalau ga gitu gagal terus tiba² keluar sendiri blank.. dulu enak simple sat set",2026-02-27 09:41:45
Snow White,1,kecewa banget dengan aplikasinya saat mau digunakan tapi tidak bisa dengan keterangan Selesaikan Panggil Telepon Dulu padahal tidak ada penggunaan telp,2026-02-27 09:39:56
Yosefina Daman,5,mantap,2026-02-27 09:38:30
archio Techno,5,oke,2026-02-27 09:30:49
Saprol Leon,4,sangat membantu,2026-02-27 09:27:52
Daeng Ngutta,5,sangat mempermudah dalam melakukan transaksi apapun ⭐⭐⭐⭐⭐,2026-02-27 09:24:23
Okta Viani,5,keren,2026-02-27 09:12:27
Goesarchi,4,Aplikasi mudah sangat membantu,2026-02-27 09:11:58
Kasum Bekasi,5,Aplikasi paling baik banyak di pakai para pengguna apps sejenis.,2026-02-27 09:11:46
Elvana Laloan,5,trbaik,2026-02-27 09:06:55
Kitri Wahyu,5,keren,2026-02-27 09:06:31
Epik Rosiana,1,gimana sih ini kok blank putih terus sudah puluhan kali harus install ulang !!! ini tak pakek kerja kalau ada keperluan mendadak gini harus verifikasi lagi memakan waktu sekali ... makin payah aja ini brimo!!!!!!!!!!!!!!!,2026-02-27 09:06:16
Mang Mail,2,kenapa ya Brimo susah banget dibuka malah kembali sendiri masa harus hapus dowload hapus download,2026-02-27 09:02:05
WOM guild,5,"senjak di update ke versi yang sekarang, brimo saya selalu blank putih dan tidak bisa login, harus hapus data dulu baru muncul tampilan login, tolong donk.. masa setiap mau login harus verifikasi pake ktp, wajah, dan sebelum itu hapus data brimonya dulu apa hp saya yang sudah tidak suport untuk versi yang sekarang apa bagaimana untuk versi sebelumnya normal saja tidak ada kendala",2026-02-27 09:00:33
Mat Hawan,5,BRI mang terbaik,2026-02-27 08:58:12
Akhmad Maftuh,5,csnya baik,2026-02-27 08:54:01
Santo Susanto,1,"kenapa ga bisa masuk padahal pasport sama email udah benar , disuruh perpikasi KTP sama wajah gagal terus , harus nunggu 24 jam kecewa kebanyakan di instal terus",2026-02-27 08:51:34
Kartini Labu,5,bagus,2026-02-27 08:50:41
romania sinx,5,nice,2026-02-27 08:46:22
Aceng Cengos,5,sangat bagus dan sangat membantu jadi apapun transaksi nya pasti jadi lebih mudah,2026-02-27 08:43:07
Baharudin Ege,5,Bagus .. cepat.. memudahkan Nasabah,2026-02-27 08:41:23
bulal zahra,5,komplet mudah,2026-02-27 08:39:51
Andri Saputra,5,makasi BRI atas kemudahan pelayanannya...,2026-02-27 08:38:25
Ega Prasetia,5,mantafffffffffff pokonya ...,2026-02-27 08:38:15
Dewi Sartika,5,sangat membantu,2026-02-27 08:37:28
Eko Bayu,5,"mudah di akses, semoga aman",2026-02-27 08:33:09
Ade Sarman,5,👍🏿,2026-02-27 08:29:33
Yatno Kenthut,5,sangat membanu dan bermanfaat bangey,2026-02-27 08:28:09
Megawati Bohari,5,ok,2026-02-27 08:27:13
Frank Harris,5,bikin mudah dalam bertransaksi,2026-02-27 08:20:19
Almendo Loiuro,1,kenapa daftar brimo mintaa kode lavde,2026-02-27 08:16:28
sujono ang,4,sangat mudah sekali,2026-02-27 08:15:52
Nian Me,5,"halo kak. kenapa yah akhir"" ini brimo gak bisa login udah brpa kali gak bisa",2026-02-27 08:11:20
IrawatiTayang Irha,5,sangat mempermudah saya dalam bertransaksi,2026-02-27 08:10:41
April Dare,5,transaksi lebih mudah,2026-02-27 08:10:11
Pan Tek,5,bagus,2026-02-27 08:03:11
kennedi Saruksuk,5,👍,2026-02-27 07:59:53
Papatama,4,BagusMbatu,2026-02-27 07:57:39
Hendro Heriyatmoko,1,ada apa dengan M.banking BRI ni.. selesai diupdate malah blank layar putih pas dibuka aplikasinya macam aplikasi Bug aja.. tolong diperbaiki ya.... woy tolong diperbaiki.. PAYAH,2026-02-27 07:57:19
Yohanis Yeninar,5,sangat mudah untuk digunakan dan praktis sangat membantu,2026-02-27 07:56:29
Asep Hidayatullah,5,ok,2026-02-27 07:47:22
Saharuddin Said,5,luarbiasa,2026-02-27 07:46:23
Wildan Dan,5,sangat baik,2026-02-27 07:44:06
Ecy Cute,5,terimakasih karna sudah memudahkan setiap pembayaran,2026-02-27 07:43:53
Junaidi Pongliku,5,bgus,2026-02-27 07:42:30
Fadil Jpt,5,Bagus jadi mudah pembayaran nya,2026-02-27 07:39:13
Aslam .S,1,"aplikasi brimo buruk,layar putih terus😓😓😓",2026-02-27 07:30:35
Riky Heriadi s,5,keren👍🏼👍🏼👍🏼,2026-02-27 07:19:06
Peri Lombu,5,sangat bagus,2026-02-27 07:17:41
EGAIER FF,4,lebih bagusan mandiri dari pada memberi🫣cuaksss,2026-02-27 07:06:26
Ndhe 12,1,setiap mau pake apk nya selalu blank harus uninstal-instal lagi cape banget kalau ada bca d daerah sini udah ganti pake bca kali ya semua nasabah bri,2026-02-27 07:02:09
Mammy Bakery,3,notifnya sering pending,2026-02-27 07:01:55
Amnd,5,mempermudah transaksi,2026-02-27 06:59:27
Lase 0123,5,Aplikasi yang sangat memudahkan Transaksi.👍👍,2026-02-27 06:58:24
Enjang Nurhadi,5,hemat waktu dan cepat,2026-02-27 06:44:20
Putri Okta,5,memudahkan transaksi,2026-02-27 06:43:32
Aden Hehamony,5,aman-aman utk sementara waktu,2026-02-27 06:41:01
Samiun Al Faruzzi,5,mantaf,2026-02-27 06:37:45
kukuh isa,5,mantap,2026-02-27 06:35:02
OmKreaS,5,2026 bagus,2026-02-27 06:34:08
lailatul Maftuhah,5,bagua,2026-02-27 06:29:56
Nopal L,4,"sering eror ndak bisa masuk aplikasi,masak harus dowload ulang trs..tolong dipperbaiki dong",2026-02-27 06:24:16
Agung Janez,4,sekarang brimo di hp saya tidak bisa ad keteranga aplikasi tidak kompatibel tolong di rendahi ya biar bisa di hp kentang,2026-02-27 06:24:07
Ari1ef,5,cepat dan akurat lamat kok gak ada saldo di dalam wkwkwk,2026-02-27 06:23:46
Yadi Kirun,5,memudahkan saya untuk segala transaksi pembayaran,2026-02-27 06:21:14
Wantini 2349,5,mudah dan hemat waktu,2026-02-27 06:18:38
Ismaya Algian,5,klik jempol,2026-02-27 06:16:36
Ahmad Damiri,5,"apakah setiap mau buka harus login dulu, gak seperti yang lain nya.",2026-02-27 05:58:07
Pardi Pardi,5,bagus,2026-02-27 05:47:01
Kata-Kata Bijak Chanel,5,sangat membantu disaat situasi mendesak,2026-02-27 05:34:02
Silvia Rahmawaty,5,cepat dan tepa,2026-02-27 05:29:25
Faizi Gemel,5,good aplikasi brimo,2026-02-27 05:27:05
Rudy Antoro,5,bagus dan cepat,2026-02-27 05:25:14
B Kristianto,5,mantap top,2026-02-27 05:11:03
Indriani Pitaloka,4,kenapa aplikasi brimo saldo 0. padahal ada uangnya.,2026-02-27 05:06:13
Meliana Numur,5,sangat puas.terima kasih.ga pakai ribet transaksinya.,2026-02-27 04:58:51
Susiati Ningsih,5,mudah,2026-02-27 04:55:44
Heri Oppo,5,mantap,2026-02-27 04:44:50
Aminuddin Syah,5,lebih cepat transaksinya..,2026-02-27 04:43:16
Wabilal Yuzarsife,5,terbaik,2026-02-27 04:40:53
Idhar Saraju,5,ok,2026-02-27 04:35:37
Seblak Uci,5,sangat memudahkan bertransaksi saya,2026-02-27 04:32:07
Rahmad Muchsin,5,🙏,2026-02-27 04:24:25
Suindah Munawaroh,5,sangat mudah di gunakan,2026-02-27 04:08:00
Ikram Mancing,5,Transaksi gampang,2026-02-27 03:59:03
Harry Tanoo,5,aangat mudah,2026-02-27 03:32:13
Firman Nurcahya,5,bagus sangat membantu,2026-02-27 03:24:17
Syauqi Fachriza,1,"awalnya lancar, tp sekarang kalau buka aplikasi selalu muncul layar putih.. apakah jaringan data harus berasal dari no hp yg terdaftar di mbanking atau memang aplikasi nya saja yg jelek? bintang 1 dulu.. krn ternyata banyak yg masalahnya sama",2026-02-27 03:01:23
Supriadi Supriadi,5,ok,2026-02-27 02:48:27
muhammad safie,5,sangai baik dan membantu dalam transaksi,2026-02-27 02:39:42
Evita Putri,2,saya mau login brimontp KTP sy ketingalan soalny smpt saya instal email ada d hp ini no HP jg ada apa bisa ga pake ktp. sidik jari atau wajah,2026-02-27 02:37:18
Supardi Ardi,5,sangat bagus,2026-02-27 02:19:47
Mairah mairah,5,sangat memudahkan,2026-02-27 02:04:09
MasNdut,5,bagus,2026-02-27 01:58:55
Michael Oktavian,1,"UI-nya jelek, kadang aplikasinya nge-freeze, tiba-tiba log out sendiri dan pas login, disuruh foto KTP lah, face recognition lah. Ribet banget. Masa setiap kali login harus verifikasi dulu. Lebih enak aplikasi sebelah (M*****i). Tinggal finger print, udh log in. Lah ini, udh kayak registrasi pinjol aja.",2026-02-27 01:44:32
Lagut Batubara,5,mantap,2026-02-27 01:31:01
Moch Salim,5,mudah dan cepat,2026-02-27 01:23:00
Abdul Basar,5,sangat Membantu. . Tolong Pelayanan nya jaga yaa terhadap Nasabah dan yg tidak nasabah.. karna Rakyat adalah Raja.. 😊😁🙏,2026-02-27 01:22:07
Aufa Agusril,5,bagus,2026-02-27 01:16:22
onigiri,3,sekarang brimo tidak bisa gunakan fast menu untuk transaksi ya?,2026-02-27 01:14:31
Yopie Pratama,5,sangat membantu untuk segala transaksi,2026-02-27 01:03:15
Rio Rangkuti,5,sukses sllu..,2026-02-27 00:56:58
Cill,5,sangat baik bagus buat simpan uang ratusan jt,2026-02-27 00:56:40
M. Rizki Maulana,5,"layanan sangat baik, aplikasi sangat disarankan untuk kalian yang tidak mau ribet",2026-02-27 00:54:29
ooon dirabok,5,mempermudah hidup manusia dalam bersosialisasi,2026-02-27 00:45:22
Nurul Azizah,5,cukup,2026-02-27 00:40:19
Jaelani Jejen,1,"kepada bapa2 dn ibu2 sekalian di seluruh Indonesia.jangan percaya sama aplikasi BRImo ini.ngeribetin.beda sama bank mandiri bank BCA dll.lebih mudah daftar awal cuma satu kali aja.setelah itu tidak daftar LG, langsung bisa di buka kapan dn di mana pun.TIDAK SEPERTI APLIKASI BRIMO.SETIAP BUKA APLIKASI BRIMO MASA HARUS DAFTAR TERUS-TERUSAN.BARU BISA KE BUKA APLIKASI BRIMO NYA.RIBET BANGET.KTP HARUS STENBAY TRUS,GIMANA KLO LG DARURAT TRS KTP NYA HILANG.BERPIKIR SECARA LOGIKA.MENDINGAN APLIKASI Bca",2026-02-27 00:40:07
Sai ri,5,intinya mantap,2026-02-27 00:23:28
Viqin tia,5,cukup bagus,2026-02-27 00:18:16
Irwan Syah,5,cukup baik,2026-02-27 00:09:20
Mamang Racing,5,saya tidak bisa menggunakan Qris nyaa tolong akuu,2026-02-27 00:08:06
Babahulwan babah,5,Lancar dan mudah,2026-02-27 00:04:45
Martan Riyandi,5,bagus,2026-02-27 00:02:48
Benro Sihombing,2,"halo bri, ada potongan dari rekening saya, agf katanya, saya buka di google artinya pemotongan pinjaman, sementara pinjaman saya sudah kulunasi sblm waktunya. mohon petunjuk trima kasih",2026-02-26 23:58:52
Nurikhsan,5,"gue kasih bintang 🌟 5,,,bagus banget nih ,,,tlg dong saldo ngendap nya gede banget 50 Britama,,,kirain cuman 25 rb",2026-02-26 23:34:45
Fitriana Wulandari,5,Sangat bermanfaat,2026-02-26 23:34:15
VnzyS Mds,5,bagus,2026-02-26 23:26:20
Atiqa Fairus,5,jadi mudah bertransaksi,2026-02-26 23:11:49
Cecep Ramdan,5,Sangat membantu dan memudahkan,2026-02-26 23:09:03
Jouli Sinolungan,5,mantap,2026-02-26 23:07:02
Pangeran Sunda,5,mudah dan nyaman,2026-02-26 23:03:46
Dwi Wijanarti,5,cepat layanannya,2026-02-26 22:57:41
Syam Jayajaya,5,bagus respon cepat,2026-02-26 22:57:36
Dede Suryono,5,aplikasi gampang digunakan. the best,2026-02-26 22:53:30
Sulthon Arsyad,5,good,2026-02-26 22:52:47
Mustin Darsih,5,"Dengan menggunakan BRImo,proses transaksi jd lebih mudah, dompet tertinggl tdk gundah.",2026-02-26 22:43:49
Arlina arlina,1,kenapa tidak bisa di install padahal saya mau update,2026-02-26 22:40:42
Bagja Riki,1,kenapah suka pripikasi mulu,2026-02-26 22:38:09
Vanez Bucex,1,"kirain saya aja yang mengalami eror tiap mau buka selalu blank putih,harus hapus data dulu masukin lagi data baru bisa lagi,ribet amat sekarang pakai brimo,tolong keluhan pengguna tuh tanggapi dan perbaiki aplikasinya biar nyaman kembali menggunakan brimo.",2026-02-26 22:37:33
Abdur Rozak,5,sangat membantu dan sangat bagus. sluruh urusan bisa di gapai dari mana aja. pokoe mantapp,2026-02-26 22:37:10
Tri sora,4,ok,2026-02-26 22:37:04
Kacang Wangy,5,"bagus, lebih bagus klo gk ada admin",2026-02-26 22:36:38
Jakfar sodiq,1,"tolong perbaiki aplikasinya bosss, masa selalu blank putih terus, sampaikan kepihak pengembang aplikasinya kak admin, jangan diam saja",2026-02-26 22:34:55
Afriyanti Dewi,5,sangat cepat dan mudah,2026-02-26 22:29:27
Indryaniii00 Ya,1,"gak rekomendasi, tolong deh kalau rekening gk di apa2in gk usah narik-narik saldo seenaknya, cukup biaya perbulan yang kw potong-potong, ini setiap notif masuk isi saldo mengurang, mana notifnya setiap hari banyak lagi, ini aplikasi penyimpan uang atau aplikasi penghisap uang sih",2026-02-26 22:16:07
Giman Wagiman,5,"Bagus, Transaksi mudah",2026-02-26 22:12:46
Prayoko Ramadhani,5,josjis pokoknya,2026-02-26 22:05:52
AIMAS TONOY,5,sangat bagus dan luar biasa dibgunakan,2026-02-26 21:52:46
Irfanudin,1,susah login,2026-02-26 21:51:07
Nely Adrian,5,sangat bagus sangat membantu transaksi,2026-02-26 21:46:30
MRZ Officiall,5,Brimo Memang Mantap🤩,2026-02-26 21:45:43
SK2,1,"makin update kok makin susah bukanya, cuma muncul layar putih doang, jadi mau gak mau harus uninstal lalu instal lagi dan itu bikin ribet, harus tes ini itu",2026-02-26 21:39:03
Arya,1,"brimob eror Mulu, padahal sandi kan akun benar. masak setiap mau masuk harus registrasi pake KTP terus.",2026-02-26 21:38:03
Lian Kurniadi,5,membantu sekali saat urgent,2026-02-26 21:32:38
ASU GAMING,5,baik,2026-02-26 21:32:30
pendi Perdana,5,"cukup baik aplikasinya, jadi serba praktis untuk mempermudah segalanya",2026-02-26 21:32:26
Paijah Pijet,5,good,2026-02-26 21:31:49
Azhari Andani,1,"Payah banget brimo ini, terakhir tanggal 13 januari kemaren ngasi keluhan tentang layar putih pas saat mau login eh sekarang tanggal 26 februari kambuh lagi, padahal di hp saya sendiri punya bank bank lain aman aman aja, nggak pernah error se PAYAH BRIMO ini, tolong dong jangan bikin kecewa sudah lama percaya ma BRI make BRI tapi makin kesini makin bikin sakit hati, masa tiap mau make mau butuh harus instal ulang registrasi ulang, berhasil kemudian 5 hari nggak make kumat kambuh lagi oh tuhan",2026-02-26 21:26:06
Rika 2017,5,bagus mudah di pergunakan,2026-02-26 21:07:36
ahmad sahal,5,bagus dan jos dan prima utk brimo,2026-02-26 20:59:42
Marei Gunawan,3,kenapa akhir2 ini brimo seri ngebug. tiba2 muncul layar warna putih. tolong di perbaiki kk. nanti klo udh di perbaiki bintang nya saya tambah.,2026-02-26 20:59:09
Dwi Nurcahyono,5,sangat puas dengan BRImo,2026-02-26 20:59:05
Abdul Rouf,5,sangat membantu,2026-02-26 20:57:21
Irwan Heriawan,5,sangat membantu segala hal apa pun,2026-02-26 20:54:25
Hilya Shahia,5,baik bisa membantu pembayaran apapun,2026-02-26 20:53:13
Lukman Eka,5,baik,2026-02-26 20:48:59
Nani Nani,5,bagus,2026-02-26 20:48:30
Muhammad Fadli,5,memudahkan sekali .,2026-02-26 20:46:30
Faza Maghfur,5,mantap,2026-02-26 20:45:56
Muhammad Mahestawsb,5,satu aplikasi untuk semua... mudah gak pakai ribet,2026-02-26 20:44:46
van tan,5,ok,2026-02-26 20:44:21
Wahyu Wahyu,5,ok,2026-02-26 20:40:44
Sutrisno,5,sangat bermanfaat,2026-02-26 20:36:52
Soleman Umbu Deta,5,sangat mempermuda,2026-02-26 20:36:26
Siti Munawaroh,5,kenapa ya akun brimo saya selalu meminta perivikasi ktp dan wajah setiap kli di buka,2026-02-26 20:26:37
